image_name,x1,y1,x2,y2,category,file_name,storm_name,year,month,day,hour,International number ID,Name of the storm,Time of analysis,Grade,Latitude of the center,Longitude of the center,Central pressure,Maximum sustained wind speed,Direction of the longest radius of 50kt winds or greater,The longest radius of 50kt winds or greater,The shortest radius of 50kt winds or greater,Direction of the longest radius of 30kt winds or greater,The longest radius of 30kt winds or greater,The shortest radius of 30kt winds or greater,Indicator of landfall or passage,hurricane_center_x,hurricane_center_y,_parsed_time,split_group
2015245N.HALOLA.2015.07.23.1200.HIMARAWI-8-9.ir_resize.png,522,99,584,162,Typhoon (TY),2015245N.HALOLA.2015.07.23.1200.HIMARAWI-8-9.ir_resize.png,HALOLA,2015,7,23,1200,1512,HALOLA,2015-07-23 12:00:00,Typhoon (TY),24.5,134.3,965,75.0,(symmetric circle),60.0,60.0,(symmetric circle),130.0,130.0, ,553.0,130.5,,test
2015246N.HALOLA.2015.07.23.1800.HIMARAWI-8-9.ir_resize.png,511,98,573,161,Typhoon (TY),2015246N.HALOLA.2015.07.23.1800.HIMARAWI-8-9.ir_resize.png,HALOLA,2015,7,23,1800,1512,HALOLA,2015-07-23 18:00:00,Typhoon (TY),24.6,133.4,965,75.0,(symmetric circle),60.0,60.0,(symmetric circle),130.0,130.0, ,542.0,129.5,,test
2015249N.HALOLA.2015.07.24.0000.HIMARAWI-8-9.ir_resize.png,502,94,564,157,Typhoon (TY),2015249N.HALOLA.2015.07.24.0000.HIMARAWI-8-9.ir_resize.png,HALOLA,2015,7,24,0,1512,HALOLA,2015-07-24 00:00:00,Typhoon (TY),24.9,132.7,965,75.0,(symmetric circle),60.0,60.0,(symmetric circle),130.0,130.0, ,533.0,125.5,2015-07-24,test
2015248N.HALOLA.2015.07.24.0600.HIMARAWI-8-9.ir_resize.png,491,96,553,158,Typhoon (TY),2015248N.HALOLA.2015.07.24.0600.HIMARAWI-8-9.ir_resize.png,HALOLA,2015,7,24,600,1512,HALOLA,2015-07-24 06:00:00,Typhoon (TY),24.8,131.8,965,75.0,(symmetric circle),60.0,60.0,(symmetric circle),130.0,130.0, ,522.0,127.0,,test
2015250N.HALOLA.2015.07.24.1200.HIMARAWI-8-9.ir_resize.png,482,93,544,156,Typhoon (TY),2015250N.HALOLA.2015.07.24.1200.HIMARAWI-8-9.ir_resize.png,HALOLA,2015,7,24,1200,1512,HALOLA,2015-07-24 12:00:00,Typhoon (TY),25.0,131.1,970,70.0,(symmetric circle),60.0,60.0,(symmetric circle),130.0,130.0, ,513.0,124.5,,test
2015255N.HALOLA.2015.07.24.1800.HIMARAWI-8-9.ir_resize.png,476,87,538,149,Typhoon (TY),2015255N.HALOLA.2015.07.24.1800.HIMARAWI-8-9.ir_resize.png,HALOLA,2015,7,24,1800,1512,HALOLA,2015-07-24 18:00:00,Typhoon (TY),25.5,130.6,975,65.0,Southeast (SE),80.0,50.0,Southeast (SE),150.0,120.0, ,507.0,118.0,,test
2015262N.HALOLA.2015.07.25.0000.HIMARAWI-8-9.ir_resize.png,467,78,529,141,Typhoon (TY),2015262N.HALOLA.2015.07.25.0000.HIMARAWI-8-9.ir_resize.png,HALOLA,2015,7,25,0,1512,HALOLA,2015-07-25 00:00:00,Typhoon (TY),26.2,129.9,975,65.0,Southeast (SE),90.0,50.0,Southeast (SE),160.0,140.0, ,498.0,109.5,2015-07-25,test
2015199N.SOUDELOR.2015.08.05.0600.HIMARAWI-8-9.ir_resize.png,514,157,577,219,Typhoon (TY),2015199N.SOUDELOR.2015.08.05.0600.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,5,600,1513,SOUDELOR,2015-08-05 06:00:00,Typhoon (TY),19.9,133.7,930,95.0,(symmetric circle),80.0,80.0,North (N),240.0,210.0, ,545.5,188.0,,val
2015200N.SOUDELOR.2015.08.05.1200.HIMARAWI-8-9.ir_resize.png,501,156,563,218,Typhoon (TY),2015200N.SOUDELOR.2015.08.05.1200.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,5,1200,1513,SOUDELOR,2015-08-05 12:00:00,Typhoon (TY),20.0,132.6,935,90.0,(symmetric circle),80.0,80.0,North (N),270.0,240.0, ,532.0,187.0,,val
2015201N.SOUDELOR.2015.08.05.1800.HIMARAWI-8-9.ir_resize.png,487,154,549,217,Typhoon (TY),2015201N.SOUDELOR.2015.08.05.1800.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,5,1800,1513,SOUDELOR,2015-08-05 18:00:00,Typhoon (TY),20.1,131.5,935,90.0,(symmetric circle),80.0,80.0,North (N),270.0,240.0, ,518.0,185.5,,val
2015205N.SOUDELOR.2015.08.06.0000.HIMARAWI-8-9.ir_resize.png,471,149,533,212,Typhoon (TY),2015205N.SOUDELOR.2015.08.06.0000.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,6,0,1513,SOUDELOR,2015-08-06 00:00:00,Typhoon (TY),20.5,130.2,935,90.0,(symmetric circle),80.0,80.0,(symmetric circle),270.0,270.0, ,502.0,180.5,2015-08-06,val
2015209N.SOUDELOR.2015.08.06.0600.HIMARAWI-8-9.ir_resize.png,458,144,521,207,Typhoon (TY),2015209N.SOUDELOR.2015.08.06.0600.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,6,600,1513,SOUDELOR,2015-08-06 06:00:00,Typhoon (TY),20.9,129.2,935,90.0,(symmetric circle),80.0,80.0,(symmetric circle),270.0,270.0, ,489.5,175.5,,val
2015212N.SOUDELOR.2015.08.06.1200.HIMARAWI-8-9.ir_resize.png,446,141,508,203,Typhoon (TY),2015212N.SOUDELOR.2015.08.06.1200.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,6,1200,1513,SOUDELOR,2015-08-06 12:00:00,Typhoon (TY),21.2,128.2,935,90.0,(symmetric circle),80.0,80.0,(symmetric circle),270.0,270.0, ,477.0,172.0,,val
2015215N.SOUDELOR.2015.08.06.1800.HIMARAWI-8-9.ir_resize.png,428,137,491,199,Typhoon (TY),2015215N.SOUDELOR.2015.08.06.1800.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,6,1800,1513,SOUDELOR,2015-08-06 18:00:00,Typhoon (TY),21.5,126.8,935,90.0,(symmetric circle),80.0,80.0,(symmetric circle),270.0,270.0, ,459.5,168.0,,val
2015219N.SOUDELOR.2015.08.07.0000.HIMARAWI-8-9.ir_resize.png,416,132,478,194,Typhoon (TY),2015219N.SOUDELOR.2015.08.07.0000.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,7,0,1513,SOUDELOR,2015-08-07 00:00:00,Typhoon (TY),21.9,125.8,935,90.0,North (N),100.0,80.0,North (N),300.0,240.0, ,447.0,163.0,2015-08-07,val
2015224N.SOUDELOR.2015.08.07.0600.HIMARAWI-8-9.ir_resize.png,403,126,466,188,Typhoon (TY),2015224N.SOUDELOR.2015.08.07.0600.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,7,600,1513,SOUDELOR,2015-08-07 06:00:00,Typhoon (TY),22.4,124.8,935,90.0,North (N),130.0,100.0,North (N),300.0,240.0, ,434.5,157.0,,val
2015229N.SOUDELOR.2015.08.07.1200.HIMARAWI-8-9.ir_resize.png,391,119,453,182,Typhoon (TY),2015229N.SOUDELOR.2015.08.07.1200.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,7,1200,1513,SOUDELOR,2015-08-07 12:00:00,Typhoon (TY),22.9,123.8,935,90.0,North (N),130.0,100.0,Northeast (NE),325.0,270.0, ,422.0,150.5,,val
2015237N.SOUDELOR.2015.08.07.1800.HIMARAWI-8-9.ir_resize.png,377,109,439,172,Typhoon (TY),2015237N.SOUDELOR.2015.08.07.1800.HIMARAWI-8-9.ir_resize.png,SOUDELOR,2015,8,7,1800,1513,SOUDELOR,2015-08-07 18:00:00,Typhoon (TY),23.7,122.7,935,90.0,North (N),130.0,100.0,Northeast (NE),325.0,270.0, ,408.0,140.5,,val
2015187N.GONI.2015.08.18.1200.HIMARAWI-8-9.ir_resize.png,504,172,567,234,Typhoon (TY),2015187N.GONI.2015.08.18.1200.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,18,1200,1515,GONI,2015-08-18 12:00:00,Typhoon (TY),18.7,132.9,935,95.0,(symmetric circle),80.0,80.0,(symmetric circle),180.0,180.0, ,535.5,203.0,,train
2015188N.GONI.2015.08.18.1800.HIMARAWI-8-9.ir_resize.png,483,171,546,233,Typhoon (TY),2015188N.GONI.2015.08.18.1800.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,18,1800,1515,GONI,2015-08-18 18:00:00,Typhoon (TY),18.8,131.2,945,85.0,(symmetric circle),80.0,80.0,(symmetric circle),160.0,160.0, ,514.5,202.0,,train
2015189N.GONI.2015.08.19.0000.HIMARAWI-8-9.ir_resize.png,467,169,529,232,Typhoon (TY),2015189N.GONI.2015.08.19.0000.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,19,0,1515,GONI,2015-08-19 00:00:00,Typhoon (TY),18.9,129.9,945,85.0,(symmetric circle),80.0,80.0,(symmetric circle),160.0,160.0, ,498.0,200.5,2015-08-19,train
2015190N.GONI.2015.08.19.0600.HIMARAWI-8-9.ir_resize.png,448,168,511,231,Typhoon (TY),2015190N.GONI.2015.08.19.0600.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,19,600,1515,GONI,2015-08-19 06:00:00,Typhoon (TY),19.0,128.4,945,85.0,(symmetric circle),80.0,80.0,(symmetric circle),160.0,160.0, ,479.5,199.5,,train
2015189N.GONI.2015.08.19.1200.HIMARAWI-8-9.ir_resize.png,434,169,497,232,Typhoon (TY),2015189N.GONI.2015.08.19.1200.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,19,1200,1515,GONI,2015-08-19 12:00:00,Typhoon (TY),18.9,127.3,940,90.0,(symmetric circle),80.0,80.0,(symmetric circle),190.0,190.0, ,465.5,200.5,,train
2015189N.GONI.2015.08.19.1800.HIMARAWI-8-9.ir_resize.png,419,169,482,232,Typhoon (TY),2015189N.GONI.2015.08.19.1800.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,19,1800,1515,GONI,2015-08-19 18:00:00,Typhoon (TY),18.9,126.1,940,90.0,(symmetric circle),80.0,80.0,(symmetric circle),190.0,190.0, ,450.5,200.5,,train
2015188N.GONI.2015.08.20.0000.HIMARAWI-8-9.ir_resize.png,409,171,472,233,Typhoon (TY),2015188N.GONI.2015.08.20.0000.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,20,0,1515,GONI,2015-08-20 00:00:00,Typhoon (TY),18.8,125.3,940,90.0,(symmetric circle),80.0,80.0,South (S),220.0,190.0, ,440.5,202.0,2015-08-20,train
2015189N.GONI.2015.08.20.0600.HIMARAWI-8-9.ir_resize.png,402,169,464,232,Typhoon (TY),2015189N.GONI.2015.08.20.0600.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,20,600,1515,GONI,2015-08-20 06:00:00,Typhoon (TY),18.9,124.7,945,85.0,(symmetric circle),80.0,80.0,South (S),240.0,190.0, ,433.0,200.5,,train
2015190N.GONI.2015.08.20.1200.HIMARAWI-8-9.ir_resize.png,393,168,456,231,Typhoon (TY),2015190N.GONI.2015.08.20.1200.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,20,1200,1515,GONI,2015-08-20 12:00:00,Typhoon (TY),19.0,124.0,945,85.0,(symmetric circle),80.0,80.0,South (S),240.0,190.0, ,424.5,199.5,,train
2015191N.GONI.2015.08.20.1800.HIMARAWI-8-9.ir_resize.png,383,167,446,229,Typhoon (TY),2015191N.GONI.2015.08.20.1800.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,20,1800,1515,GONI,2015-08-20 18:00:00,Typhoon (TY),19.1,123.2,945,85.0,(symmetric circle),80.0,80.0,South (S),240.0,190.0, ,414.5,198.0,,train
2015192N.GONI.2015.08.21.0000.HIMARAWI-8-9.ir_resize.png,379,166,442,228,Typhoon (TY),2015192N.GONI.2015.08.21.0000.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,21,0,1515,GONI,2015-08-21 00:00:00,Typhoon (TY),19.2,122.9,945,85.0,(symmetric circle),80.0,80.0,South (S),240.0,190.0, ,410.5,197.0,2015-08-21,train
2015193N.GONI.2015.08.21.0600.HIMARAWI-8-9.ir_resize.png,373,164,436,227,Typhoon (TY),2015193N.GONI.2015.08.21.0600.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,21,600,1515,GONI,2015-08-21 06:00:00,Typhoon (TY),19.3,122.4,945,85.0,(symmetric circle),80.0,80.0,South (S),240.0,190.0, ,404.5,195.5,,train
2015193N.GONI.2015.08.21.1200.HIMARAWI-8-9.ir_resize.png,372,164,434,227,Typhoon (TY),2015193N.GONI.2015.08.21.1200.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,21,1200,1515,GONI,2015-08-21 12:00:00,Typhoon (TY),19.3,122.3,955,80.0,(symmetric circle),70.0,70.0,South (S),240.0,180.0, ,403.0,195.5,,train
2015196N.GONI.2015.08.21.1800.HIMARAWI-8-9.ir_resize.png,374,161,437,223,Typhoon (TY),2015196N.GONI.2015.08.21.1800.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,21,1800,1515,GONI,2015-08-21 18:00:00,Typhoon (TY),19.6,122.5,955,80.0,(symmetric circle),70.0,70.0,South (S),240.0,180.0, ,405.5,192.0,,train
2015201N.GONI.2015.08.22.0000.HIMARAWI-8-9.ir_resize.png,376,154,438,217,Typhoon (TY),2015201N.GONI.2015.08.22.0000.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,22,0,1515,GONI,2015-08-22 00:00:00,Typhoon (TY),20.1,122.6,955,80.0,(symmetric circle),70.0,70.0,South (S),240.0,180.0, ,407.0,185.5,2015-08-22,train
2015207N.GONI.2015.08.22.0600.HIMARAWI-8-9.ir_resize.png,377,147,439,209,Typhoon (TY),2015207N.GONI.2015.08.22.0600.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,22,600,1515,GONI,2015-08-22 06:00:00,Typhoon (TY),20.7,122.7,955,80.0,(symmetric circle),70.0,70.0,South (S),240.0,180.0, ,408.0,178.0,,train
2015213N.GONI.2015.08.22.1200.HIMARAWI-8-9.ir_resize.png,382,139,444,202,Typhoon (TY),2015213N.GONI.2015.08.22.1200.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,22,1200,1515,GONI,2015-08-22 12:00:00,Typhoon (TY),21.3,123.1,955,80.0,(symmetric circle),70.0,70.0,South (S),240.0,180.0, ,413.0,170.5,,train
2015224N.GONI.2015.08.22.1800.HIMARAWI-8-9.ir_resize.png,383,126,446,188,Typhoon (TY),2015224N.GONI.2015.08.22.1800.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,22,1800,1515,GONI,2015-08-22 18:00:00,Typhoon (TY),22.4,123.2,955,80.0,(symmetric circle),70.0,70.0,South (S),240.0,180.0, ,414.5,157.0,,train
2015231N.GONI.2015.08.23.0000.HIMARAWI-8-9.ir_resize.png,384,117,447,179,Typhoon (TY),2015231N.GONI.2015.08.23.0000.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,23,0,1515,GONI,2015-08-23 00:00:00,Typhoon (TY),23.1,123.3,955,80.0,(symmetric circle),50.0,50.0,South (S),240.0,180.0, ,415.5,148.0,2015-08-23,train
2015238N.GONI.2015.08.23.0600.HIMARAWI-8-9.ir_resize.png,387,108,449,171,Typhoon (TY),2015238N.GONI.2015.08.23.0600.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,23,600,1515,GONI,2015-08-23 06:00:00,Typhoon (TY),23.8,123.5,950,85.0,(symmetric circle),50.0,50.0,South (S),240.0,180.0, ,418.0,139.5,,train
2015245N.GONI.2015.08.23.1200.HIMARAWI-8-9.ir_resize.png,393,99,456,162,Typhoon (TY),2015245N.GONI.2015.08.23.1200.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,23,1200,1515,GONI,2015-08-23 12:00:00,Typhoon (TY),24.5,124.0,935,95.0,(symmetric circle),60.0,60.0,Southeast (SE),210.0,150.0, ,424.5,130.5,,train
2015252N.GONI.2015.08.23.1800.HIMARAWI-8-9.ir_resize.png,401,91,463,153,Typhoon (TY),2015252N.GONI.2015.08.23.1800.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,23,1800,1515,GONI,2015-08-23 18:00:00,Typhoon (TY),25.2,124.6,930,100.0,(symmetric circle),60.0,60.0,Southeast (SE),210.0,150.0, ,432.0,122.0,,train
2015262N.GONI.2015.08.24.0000.HIMARAWI-8-9.ir_resize.png,417,78,479,141,Typhoon (TY),2015262N.GONI.2015.08.24.0000.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,24,0,1515,GONI,2015-08-24 00:00:00,Typhoon (TY),26.2,125.9,930,100.0,Southeast (SE),80.0,60.0,Southeast (SE),210.0,150.0, ,448.0,109.5,2015-08-24,train
2015279N.GONI.2015.08.24.0600.HIMARAWI-8-9.ir_resize.png,436,57,498,119,Typhoon (TY),2015279N.GONI.2015.08.24.0600.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,24,600,1515,GONI,2015-08-24 06:00:00,Typhoon (TY),27.9,127.4,930,100.0,Southeast (SE),90.0,60.0,Southeast (SE),210.0,150.0, ,467.0,88.0,,train
2015296N.GONI.2015.08.24.1200.HIMARAWI-8-9.ir_resize.png,453,36,516,98,Typhoon (TY),2015296N.GONI.2015.08.24.1200.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,24,1200,1515,GONI,2015-08-24 12:00:00,Typhoon (TY),29.6,128.8,940,90.0,Southeast (SE),90.0,50.0,Southeast (SE),210.0,150.0, ,484.5,67.0,,train
2015317N.GONI.2015.08.24.1800.HIMARAWI-8-9.ir_resize.png,467,9,529,72,Typhoon (TY),2015317N.GONI.2015.08.24.1800.HIMARAWI-8-9.ir_resize.png,GONI,2015,8,24,1800,1515,GONI,2015-08-24 18:00:00,Typhoon (TY),31.7,129.9,940,90.0,Southeast (SE),90.0,50.0,(symmetric circle),250.0,250.0, ,498.0,40.5,,train
2015189N.DUJUAN.2015.09.24.1800.HIMARAWI-8-9.ir_resize.png,497,169,559,232,Severe Tropical Storm (STS),2015189N.DUJUAN.2015.09.24.1800.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,24,1800,1521,DUJUAN,2015-09-24 18:00:00,Severe Tropical Storm (STS),18.9,132.3,980,55.0,(symmetric circle),50.0,50.0,(symmetric circle),210.0,210.0, ,528.0,200.5,,train
2015191N.DUJUAN.2015.09.25.0000.HIMARAWI-8-9.ir_resize.png,494,167,557,229,Severe Tropical Storm (STS),2015191N.DUJUAN.2015.09.25.0000.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,25,0,1521,DUJUAN,2015-09-25 00:00:00,Severe Tropical Storm (STS),19.1,132.1,975,60.0,(symmetric circle),60.0,60.0,(symmetric circle),230.0,230.0, ,525.5,198.0,2015-09-25,train
2015194N.DUJUAN.2015.09.25.0600.HIMARAWI-8-9.ir_resize.png,489,163,552,226,Typhoon (TY),2015194N.DUJUAN.2015.09.25.0600.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,25,600,1521,DUJUAN,2015-09-25 06:00:00,Typhoon (TY),19.4,131.7,970,65.0,(symmetric circle),70.0,70.0,(symmetric circle),230.0,230.0, ,520.5,194.5,,train
2015197N.DUJUAN.2015.09.25.1200.HIMARAWI-8-9.ir_resize.png,484,159,547,222,Typhoon (TY),2015197N.DUJUAN.2015.09.25.1200.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,25,1200,1521,DUJUAN,2015-09-25 12:00:00,Typhoon (TY),19.7,131.3,965,70.0,(symmetric circle),80.0,80.0,(symmetric circle),250.0,250.0, ,515.5,190.5,,train
2015203N.DUJUAN.2015.09.25.1800.HIMARAWI-8-9.ir_resize.png,481,152,543,214,Typhoon (TY),2015203N.DUJUAN.2015.09.25.1800.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,25,1800,1521,DUJUAN,2015-09-25 18:00:00,Typhoon (TY),20.3,131.0,960,75.0,(symmetric circle),80.0,80.0,(symmetric circle),250.0,250.0, ,512.0,183.0,,train
2015209N.DUJUAN.2015.09.26.0000.HIMARAWI-8-9.ir_resize.png,472,144,534,207,Typhoon (TY),2015209N.DUJUAN.2015.09.26.0000.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,26,0,1521,DUJUAN,2015-09-26 00:00:00,Typhoon (TY),20.9,130.3,960,75.0,(symmetric circle),80.0,80.0,Northwest (NW),270.0,230.0, ,503.0,175.5,2015-09-26,train
2015216N.DUJUAN.2015.09.26.0600.HIMARAWI-8-9.ir_resize.png,464,136,527,198,Typhoon (TY),2015216N.DUJUAN.2015.09.26.0600.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,26,600,1521,DUJUAN,2015-09-26 06:00:00,Typhoon (TY),21.6,129.7,955,80.0,(symmetric circle),80.0,80.0,Northwest (NW),270.0,230.0, ,495.5,167.0,,train
2015219N.DUJUAN.2015.09.26.1200.HIMARAWI-8-9.ir_resize.png,454,132,517,194,Typhoon (TY),2015219N.DUJUAN.2015.09.26.1200.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,26,1200,1521,DUJUAN,2015-09-26 12:00:00,Typhoon (TY),21.9,128.9,945,90.0,(symmetric circle),80.0,80.0,Northwest (NW),300.0,250.0, ,485.5,163.0,,train
2015222N.DUJUAN.2015.09.26.1800.HIMARAWI-8-9.ir_resize.png,444,128,507,191,Typhoon (TY),2015222N.DUJUAN.2015.09.26.1800.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,26,1800,1521,DUJUAN,2015-09-26 18:00:00,Typhoon (TY),22.2,128.1,935,100.0,(symmetric circle),80.0,80.0,Northwest (NW),300.0,250.0, ,475.5,159.5,,train
2015223N.DUJUAN.2015.09.27.0000.HIMARAWI-8-9.ir_resize.png,437,127,499,189,Typhoon (TY),2015223N.DUJUAN.2015.09.27.0000.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,27,0,1521,DUJUAN,2015-09-27 00:00:00,Typhoon (TY),22.3,127.5,925,110.0,(symmetric circle),80.0,80.0,Northwest (NW),300.0,250.0, ,468.0,158.0,2015-09-27,train
2015225N.DUJUAN.2015.09.27.0600.HIMARAWI-8-9.ir_resize.png,428,124,491,187,Typhoon (TY),2015225N.DUJUAN.2015.09.27.0600.HIMARAWI-8-9.ir_resize.png,DUJUAN,2015,9,27,600,1521,DUJUAN,2015-09-27 06:00:00,Typhoon (TY),22.5,126.8,925,110.0,(symmetric circle),80.0,80.0,Northwest (NW),300.0,270.0, ,459.5,155.5,,train
